"Id","Name","Overview","Backdrop Path","Poster Path"
"91427","Agent Cody Banks Collection","Nerdy teenager Cody Banks is recruited by the U.S. government to be a special agent.","/gh0OZpG16E5LtTAkCRkr5j0v1Fh.jpg","/j8U2ivzLSZSmaURtCRB3tDReJEW.jpg"
"91799","Tremors Collection","This monster movie series centers on the vicious attacks of subterranean worm-like creatures known as Graboids.","/b9Zl30z4QfkeKhI7NPqHyCBTB8Y.jpg","/dvNb7S2jXGPfaAZFextA5ojvwrS.jpg"
"92012","Happy Feet Collection","Join Mumble the Emperor Penguin and friends as the show that not everyone dances to the beat of the same drummer.","/b9CLLxKsh63AHEkGE9nz9bupQqh.jpg","/pYbF2FAi2MEVshl8jCDNTRNdTF0.jpg"
"93791","Anchorman Collection","Anchorman: The Legend of Ron Burgundy, or simply Anchorman, is a 2004 comedy film directed by Adam McKay, produced by Judd Apatow, starring Will Ferrell, and written by McKay and Ferrell. The film is a tongue-in-cheek take on the culture of the 1970s, particularly the news Action News format. It portrays a San Diego TV station where Ferrell's title character clashes with his new female counterpart. A companion film assembled from outtakes and abandoned subplots, titled Wake Up, Ron Burgundy: The Lost Movie, was released straight-to-DVD in late 2004. A sequel, Anchorman 2: The Legend Continues, was released on December 18, 2013.","/eUU6edsZcr7I0AO8rHcB3vQwcOH.jpg","/xjnbrB93Vj5yGYwU0uuW8Tu2qoc.jpg"
"94032","The Lion King Collection","The film franchise mainly revolves about a pride of lions who oversee a large swath of African savanna as their «kingdom» known as the Pride Lands, with their leader Simba watching over it as «king». In the original film, Simba was tricked into thinking he killed his father, a guilt ridden lion cub flees into exile and abandons his identity as the future King.","/A9IEaj9cPAwEgFnTmteB70oxgJY.jpg","/oG1heUs503GV6xBnFhgyYTGWm05.jpg"
"94589","Ong Bak Collection","Bruce Lee..Jackie Chan...Jet Li move over -  a new champion has arrived and his name is  Tony Jaa!  Ong-bak (2003)  Ong Bak 2: The Beginning (2008) Ong Bak 3: The Final Battle (2010)  To fight for the honour of his village, he must unleash the ancient art of Muay Thai","/efW6fm1jT5FFBADU2Itj4AGqDE7.jpg","/gG0gMDRnbOBLuKvRa0Q7naOD4yF.jpg"
"94602","Puss in Boots Collection","Long before he even met Shrek, the notorious fighter, lover and outlaw Puss in Boots becomes a hero when he sets off on an adventure with the tough and street smart Kitty Softpaws and the mastermind Humpty Dumpty to save his town. This is the true story of The Cat, The Myth, The Legend... The Boots.","/feU1DWV5zMWxXUHJyAIk3dHRQ9c.jpg","/anHwj9IupRoRZZ98WTBvHpTiE6A.jpg"
"96676","Never Back Down Collection","Never Back Down is a 2008 action film starring Sean Faris, Amber Heard, Cam Gigandet, and Djimon Hounsou. A 2011 sequel entitled Never Back Down 2: The Beatdown was released with Evan Peters reprising his role as Max Cooperman. Directed by Michael Jai White - who makes his directorial debut and also top-bills the cast, the film stars Alex Meraz, Jillian Murray, MMA fighter Scott Epstein and Australian actor-singer Dean Geyer.","/p89IHzPRxUczf1ALOurfzus0br6.jpg","/w8S6H9tV9cnctATHDw71ntoZWcC.jpg"
"96850","Evangelion Collection","","/zguc4BSy4cbviHd7di67kifnmzD.jpg","/kv0WrCUZUNiE8lbxPojOT1O7YpF.jpg"
"99727","Stuart Little Collection","The Stuart Little Collection comprises the 3 Stuart Little movies.","/r74LzQMN1EdvdCvbIqHA95TvEKt.jpg","/1mE2KM0TvZGf7K5imGkW5W7bndo.jpg"
"102322","Sherlock Holmes Collection","The Sherlock Holmes Collection brings together the timeless adventures of the world's most famous detective and his loyal companion, Dr. John Watson. These iconic stories, written by Sir Arthur Conan Doyle, have captivated audiences for generations with their intricate mysteries, unforgettable characters, and brilliant deductions. The collection includes numerous adaptations across film, television, and stage, showcasing the enduring appeal of the enigmatic sleuth.","/kT4Pz6QY29qHMVKULzNrVHg6Vwg.jpg","/oXzQIiGl3cZwF0R4Bq88Gf9fcMJ.jpg"
"103372","Mr. Bean Collection","Collection of Mr. Bean movies.","/aIXcqHz5VKRLXHPsNo0dFoK7YP5.jpg","/61Jcc1Gwc2KE7sIJ1HPqqdt67ji.jpg"
"104830","Piranha 3D Collection","A comedy horror film series inspired by and a remake of the 1978 film Piranha.","/6FzU0eEVXOizfDEdJUlaCEt2t3m.jpg","/saX8LYerNYcbsEfjoq2s6jLUjJS.jpg"
"105995","Anaconda Collection","Anaconda (also known as Anacondas) is an American horror film series created by Hans Bauer, Jim Cash, and Jack Epps Jr. Produced and distributed by Sony Pictures Home Entertainment, the series began with Anaconda (1997) directed by Luis Llosa. This was followed by one theatrical stand-alone sequel, Anacondas: The Hunt for the Blood Orchid (2004) directed by Dwight H. Little, and three television sequels, Anaconda 3: Offspring (2008), Anacondas: Trail of Blood (2009), both directed by Don E. FauntLeRoy, and Lake Placid vs. Anaconda (2015) directed by A. B. Stone and being a crossover with the Lake Placid series. Each installment revolves around giant man-eating anacondas and the efforts of various groups of people to capture or destroy the creatures. The fictional plant known as the Blood Orchid and the company Wexel Hall Pharmaceuticals as well as the fictitious Murdoch family are repeatedly referenced in the films.","/uR7j2TEwJVCMz7CDJgNPuhty4J9.jpg","/4ezsTWnemx5AfWHsn3LrszVseK8.jpg"
"106768","Tarzan (Animation) Collection","A series of films produced by Disney and based on Tarzan by Edgar Rice Burroughs.","/niNBthrQBTWZJFshrqjqD4bqLtI.jpg","/u8KeFKJma0ZbuaOlBUuMOCPN3u8.jpg"
"108125","The 36th Chamber of Shaolin Collection","The 36th Chamber of Shaolin, Return To The 36th Chamber and Disciples of the 36th Chamber together in one fantastic Set.","/grC83MtaWyTbUcxndTK3khIWiMT.jpg","/wBjZh104nh4HKLIgvrCvdOZzXKC.jpg"
"110177","Goal! Collection","The Goal! trilogy follows soccer phenom Santiago on his journey from fleeing Mexico with his family as a child to playing top-flight professional soccer in Euorope, and finally representing his mother country on the biggest stage of all: the World Cup.","/4CRsIO1uu4tArdn6eE2DtfXwEUr.jpg","/v3HCGVQJ5xmZ37oRKUpsEf4zKQq.jpg"
"111751","Texas Chainsaw Massacre Collection","An American horror series of slasher-cannibal films. The franchise focuses on Leatherface and his family, who terrorize unsuspecting visitors to their territory, and typically kill and eat them.","/9V5kaGBAjzwHmqvmZuazY9SbZwi.jpg","/wIeHYGmsoqjPz6Xv7fF5wxG9jLu.jpg"
"115575","Star Trek: Alternate Reality Collection","J.J. Abrams' cinematic re-envisioning of the Star Trek universe portrayed by a new cast, and set in an alternate reality from earlier films and series (referred to as the ""Kelvin"" timeline).","/gWl5pN2FplE709aVtA4lakwsE6t.jpg","/w2IVqa43Ge49mrY3qSaJWpyDtz6.jpg"
"115776","The Robert Langdon Collection","The Robert Langdon films are a series of American action-adventure mystery-thriller movies based on the novels written by Dan Brown. They center around the fictional character of Robert Langdon. Though based on the book series, the films have a different chronological order.","/j1IqpLhCypllamjKe6C2RstjfEQ.jpg","/mZDeXsVhBxnWD3tGOQ69vKS3WYL.jpg"
"117777","Undisputed Collection","The Undisputed Collection is based on the underground prison fighting scene.","/m9vTOtAhoZEh5BWpmdUWfQ1Ykl8.jpg","/tj33TopYAsVZEzWIRv7hjsAFYZr.jpg"
"123800","Before... Collection","Before Sunrise and its sequels that each take place nine years later in the story.","/to3l6Gwzd7FGWa9Spc708IP1K7l.jpg","/bBS1CfspKXq5RBok85hYvtW9ZwE.jpg"
"124949","Almighty Collection","A fantasy comedy film series co-starring Morgan Freeman in a reoccurring role as the Abrahamic God.","/fjYES2aMQ05mRcaRoUHACfloNM3.jpg","/cEIFUIrO1eoiSgmquHfYVyQYX14.jpg"
"125570","300 Collection","Fictionalized action films based on the retellings of the Persian Wars, a series of conflicts between the Empire of Persia and Greek city-states.","/aMGlbrOwAiqN7VyYHYwwj3CTDfk.jpg","/15c4BOYE7gJn1jTN1VxA9KBjcnq.jpg"
"125574","The Amazing Spider-Man Collection","A superhero film series based on the Marvel Comics character Spider-Man. The series is centered on Peter Parker, a teenager struggling to find his place in life ever since his parents disappeared when he was a child. A spider bites him on the back of his neck, giving him spider-powers. It is a reboot of Sony's Spider-Man film franchise.","/kA09IYsqmso7HASKE3ts7ngaf7p.jpg","/moNJa86FgDYy8SWeDym2gnsLLMa.jpg"
"126125","The Expendables Collection","An ensemble action film series about a group of elite mercenaries. This series pays tribute to the blockbuster action films of the 1980s and early 1990s, starring an array of action veterans from those decades.","/lA7oDSt6LkyDqtbFGbyuG0afmTI.jpg","/mpzHpaXjBc7bHAhwcerIznnq9qV.jpg"
"126221","George of the Jungle Collection","George of the Jungle is a 1997 American comedy film directed by Sam Weisman and based on the Jay Ward cartoon of the same name, which is also a spoof of Tarzan. The film was produced by Walt Disney Pictures with Mandeville Films and The Kerner Entertainment Company and was released in theaters on July 16, 1997. It stars Brendan Fraser as the eponymous main character, a primitive man who was raised by animals in an African jungle, Leslie Mann as his love interest, and Thomas Haden Church as her treacherous fiancé.  A direct-to-video sequel, George of the Jungle 2, was released on DVD in 2003. With three of the original actors (Thomas Haden Church, John Cleese, and Keith Scott) returning.","/s8l8StTGraJRWniG6cUK3DDEvH7.jpg","/4zBbsGW3QXmZcNyKNAvth9gYW9e.jpg"
"131292","Iron Man Collection","A superhero film series based on the Marvel Comics character of the same name and part of the Marvel Cinematic Universe (MCU) series. Tony Stark AKA Iron Man, an industrialist and master engineer uses a powered exoskeleton to fight foes, with the aid of his personal assistant and love interest Pepper Potts.","/rI8zOWkRQJdlAyQ6WJOSlYK6JxZ.jpg","/fbeJ7f0aD4A112Bc1tnpzyn82xO.jpg"
"131295","Captain America Collection","A superhero film series based on the Marvel Comics character Captain America, and part of the Marvel Cinematic Universe (MCU) series. The series is centered on Steve Rogers, a man from World War II era Brooklyn who is transformed into super-soldier Captain America.","/ezEpSQhUQxVKdMx81zaSLsTHv7j.jpg","/2tOgiY533JSFp7OrVlkeRJvsZpI.jpg"
"131296","Thor Collection","A superhero film series based on the comic book character of the same name published by Marvel Comics, and part of the Marvel Cinematic Universe (MCU) film series. The series centers on Thor, the crown prince of Asgard.","/3KL8UNKFWgIKXzLHjwY0uwgjzYl.jpg","/yw7gr7DhHHVTLlO8Se8uH17TDMA.jpg"
"135468","G.I. Joe (Live-Action) Collection","A science fiction action film series based on the G.I. Joe toy franchise, with inspiration from the comic book and cartoon series.","/m3ip0ci0TnX0ATUxpweqElYCeq4.jpg","/5LtZM6zLB2TDbdIaOC5uafjYZY1.jpg"
"135483","Taken Collection","A French action thriller film series based upon fictional former CIA operative Bryan Mills who is abroad in Europe.","/hO1R1TI429PjkOjby4dTPBrWFwn.jpg","/4PNFiSaJWvWhkdOw0KF9Vf7v3gC.jpg"
"137696","Monsters, Inc. Collection","An American computer-animated comedy-adventure film series produced by Pixar Animation Studios","/x4Mq7gDRhbqDjw4SkemLvd1yzF3.jpg","/4Cp0L58Rg1bSJSsT6uw7OuU4nYc.jpg"
"137697","Finding Nemo Collection","A computer-animated adventure film series about a clownfish named Nemo, his over-protective father Marlin and a regal tang named Dory.","/2hC8HHRUvwRljYKIcQDMyMbLlxz.jpg","/xwggrEugjcJDuabIWvK2CpmK91z.jpg"
"142015","Housefull Collection","Housefull: Believing himself to be a jinx and bringing bad luck upon himself and others, a man attempts to find true love, but ends up in very complicated relationships.  Housefull 2: Four son-in-laws marry four brides whose four father-in laws mistake every son-in law for Jolly.","/vcbl2SDArIOZQbFXkwXJl0CtBJ9.jpg","/qGe6c8f5UXBWgfZerbO1OUZfwg1.jpg"
"142021","Dhamaal Collection","Dhamaal: Four slackers and con-men namely: Boman Contractor, who lives a wealthy lifestyle with his eccentric dad, Nari, who loves his antique car more than his son, and asks his son to leave when he damages the car; hot-headed Aditya and dim-witted Manav, orphaned brothers; and Deshbandhu Roy, a trickster who wears a magnetized belt; share a room with a lenient landlady, who eventually gives up on them and kicks them out. After a number of con tricks, the group are arrested by the Police, but released in the countryside.  Double Dhamaal: Double Dhamaal catches up with the quartet of good-for-nothings - Roy (Ritesh Deshmukh), Adi (Arshad Warsi), Manav (Jaaved Jaaferi) and Boman (Aashish Chaudhary) - who are still dreaming of an easy life with minimal effort when they encounter their old arch-enemy: corrupt Inspector Kabir (Sanjay Dutt).",,
"142022","Hera Pheri Collection","Hera Pheri: Hera Pheri is a comedy of errors and a 'master plan' gone horribly wrong. Phir Hera Pheri: Babu Rao, Raju and Shyam, are living happily after having risen from rags to riches. Still, money brings the joy of riches and with it the greed to make more money - and so, with a don as an unknowing investor, Raju initiates a new game.","/nd7InDezpv44Z30iAOkKv76zorM.jpg","/xNk1ijBqt6vzbd5cp0GSrQk3IYV.jpg"
"166376","Hollow Man Collection","A science fiction film series about an invisible man.","/r7GbKuuNdoEAzXCfA4My1kj85Z2.jpg","/3yc4NVh77VL14V7CvXM2rJhRh4n.jpg"
"167985","Richie Rich Collection","","/2rdeXIXLOKBwVJAy2o3AVq4bZ5i.jpg","/auvU4jknHdc2QVylHhZ22e2vYBD.jpg"
"173710","Planet of the Apes (Reboot) Collection","Rick Jaffa & Amanda Silver's reboot/remake of the Planet of the Apes inspired by news articles on apes raised as humans and advances in genetics. Jaffa conceived an idea for a film about a genetically enhanced chimp raised in a human household. The film series focuses on a chimpanzee, Caesar who when given a substance designed to help the brain repair itself, gains advanced intelligence which leads to an ape uprising.","/uRRPDjkcavi8HuSYGiqOsLJefhL.jpg","/afGkMC4HF0YtXYNkyfCgTDLFe6m.jpg"
"177467","Cloudy with a Chance of Meatballs Collection","A computer-animated comic science fiction film series featuring Flint Lockwood and his machine that transforms water into food called the «Flint Lockwood Diatonic Super Mutating Dynamic Food Replicator» (FLDSMDFR).","/eANL41F9Zp1xHMD6VnHnD3QS7ui.jpg","/pRAzOs9cZN8LlhaCKo6LQ0bSfyi.jpg"
"178106","Darko Collection","A collection of films involving the Darko family.","/hja7IzXp6how8eD1WHriI386TGY.jpg","/f3DaaNRpyeZawist5Qt21hlzL2I.jpg"
"179892","Kick-Ass Collection","The ""Kick-Ass"" film series is a British-American action-comedy about unconventional superheroes, based on the Marvel comic by Mark Millar and John Romita Jr. Known for its unique blend of humor and violence, the series has gained acclaim from both critics and audiences. It consists of two movies: ""Kick-Ass"" (2010), directed by Matthew Vaughn, and ""Kick-Ass 2"" (2013), directed by Jeff Wadlow.","/fYMsCXEMguNlSORJIHydfBgOnty.jpg","/gKjplfZZWmRMPoBdmJeTHCcGYxV.jpg"
"180546","Grown Ups Collection","Grown Ups is a 2010 American buddy comedy film directed by Dennis Dugan, written by Adam Sandler, and starring Sandler, Kevin James, Chris Rock, David Spade, and Rob Schneider. Sandler and Fred Wolf wrote the script. The film was produced by Sandler's production company Happy Madison Productions and was distributed by Columbia Pictures. Sandler, Rock, Schneider, and Spade all joined the cast of Saturday Night Live in the 1990–1991 season; supporting cast including Colin Quinn, Maya Rudolph, Tim Meadows and Norm Macdonald have also been SNL cast members. A sequel, Grown Ups 2, was released on July 12, 2013.","/ahlmYgIHI6oye76bgoUtC01mcrC.jpg","/n47E3fmEKyGCDxbiqebZsxlapJl.jpg"
"196753","Ghost in the Shell: Arise Collection","A film series that serves as a reimagining of Masamune Shirow's Ghost in the Shell. The films feature new character designs and are directed by Kazuchika Kise, screenplay by Tow Ubukata, and music by Cornelius.","/18WkPWaXZICbwjJ4VojlwbBYq6D.jpg","/4gsgCc1p2WV7tDUVoWHGqz6Rzj.jpg"
"209131","Man of Steel Collection","Man of Steel is a 2013 British-American superhero film featuring the DC Comics character Superman. It was co-produced by Legendary Pictures and Syncopy Films, and distributed by Warner Bros. Pictures. It is the first installment in the DC Extended Universe. Directed by Zack Snyder and written by David S. Goyer, the film stars Henry Cavill as the title character. It is a reboot of the Superman film series. A 2016 sequel, Batman v Superman: Dawn of Justice is the first live-action film to feature Batman and Superman together.","/csERw2A3XIsGegkzil6UGpyhqfw.jpg","/rNnIW6xSPeTiIUtsfEhFeIRiJVv.jpg"
"212562","Jump Street Collection","A series of films based on the lives of the Jump Street program, an undercover police unit in which young-looking detectives infiltrate schools and similar settings attended by minors to investigate crimes.","/iiAbTNYXpMadPDH4MkjUoJzcGn4.jpg","/of42UiM2j4MJQqso9To2ULM7hIP.jpg"
"228446","Insidious Collection","A series of American horror films where the plots are depicted as case files of demonologists.  The first two films center on a couple who, after their son mysteriously enters a comatose state and becomes a vessel for ghosts in an astral plane, are continuously haunted by demons of a hellish realm known as the Further until they take from the family what they want most: life.  The third film, a prequel, focuses on the same psychic that helped the family this time come to the aid of a young girl who calls out to the dead, and the fourth follows her when her own family becomes haunted.  All plots are depicted as case files of demonologists.","/5FrPZHgbbmTIq0oxpwSGqu5HyXC.jpg","/w1213HKk1XKSwHiBgjkWghn9biC.jpg"
"229932","Rio Collection","The adventure of Blu, a domesticated Macaw who never learned to fly.","/ndCkoXtdQErEb7RAfq0Y93xZzoG.jpg","/k1rkcF4iYalQaOQ1x5FCH5x80Qv.jpg"
"244500","Gangs of Wasseypur Collection","A clash between Sultan (a Qureishi dacoit chief) and Shahid Khan (a Pathan who impersonates him) leads to the expulsion of Khan from Wasseypur, and ignites a deadly blood feud spanning three generations.","/faPOBqGI8DNMxlpNBM5ISJN6LH5.jpg","/mw4P2FgPRdShebmSWBqg7iEeHuf.jpg"
"246091","Krrish Collection","Krrish is an Indian franchise of superhero films. The films are centred, initially, on a mentally disabled boy (Hrithik Roshan) who has an encounter with an extraterrestrial being, and later, his son (Hrithik Roshan), who grows up to be a reluctant superhero.",,"/7VHG8Vs9HtLzgJIRL00BQdzTZjG.jpg"
"251970","The Protector Collection","Tom-Yum-Goong (Thai: ต้มยำกุ้ง) Collection are the Thai martial arts action films starring Tony Jaa.","/wPN8ZJ2ykqpYQfIpere20Lp8XDp.jpg","/pa2IOz6zLpivXUKaaiQn1kxfZW1.jpg"
"256287","Justice League (Animated) Collection","This collection details the story line of the Justice League within the DC Animated Movie Universe.  The world's greatest heroes are assembled to form the Justice League, to combat a threat beyond each individual's capabilities.","/v4ijBegXGXDltrqRbhlEQqfoDl2.jpg","/5qm3MlCJkAtEUvnGPYwnKzrgAIO.jpg"
"256433","Dabangg Collection","Dabangg is a series of Indian action films. The first film was directed by Abhinav Kashyap and produced by Arbaaz Khan, the second film produced and directed by Arbaaz Khan, and the third film directed by Prabhu Deva and produced by Salman Khan and Arbaaz Khan. The series stars Salman Khan as Chulbul Pandey",,"/jTL5XXcOfKVk3BitY4z9e04RMrR.jpg"
"259256","Race Collection","Race is a series of Indian action-thriller films.","/mg3HjSYWFGgxbi3sxH7Hvjje49F.jpg","/AhWQp7QskpVwNjlqNMMBu4FTbaM.jpg"
"264317","Bhoothnath Collection","",,"/cr9Rv0LIFhjk5Oy9Uzvf0zeIXaZ.jpg"
"266672","Ted Collection","Ted is a 2012 American comedy film directed by Seth MacFarlane. The screenplay by MacFarlane, Alec Sulkin, and Wellesley Wild is from MacFarlane's story. The film stars MacFarlane, Mark Wahlberg, Mila Kunis, and with Joel McHale and Giovanni Ribisi in supporting roles, with MacFarlane providing the voice of the titular character. The film tells the story of John Bennett, a Boston native whose childhood wish brings his teddy bear friend Ted to life. However, Ted prevents John and his love interest Lori Collins from moving on with their lives. A sequel, Ted 2, was released on June 26, 2015.","/dGrNuWhapf8T0WH98xTC4LXgk1G.jpg","/uHKT9b6ptLpttGHlUF95sKQbtqF.jpg"
"269098","Police Story Collection","The Police Story film series (Chinese: 警察故事系列) comprises five Hong Kong crime-action films, directed by Jackie Chan, Stanley Tong and Benny Chan, produced by Raymond Chow, Leonard Ho, Jackie Chan, Barbie Tung, Willie Chan and Solon So. The first film Police Story was released on 14 December 1985. After the film's success, five sequels were made.  Chan began work on the film after a disappointing experience working with another director on The Protector, which was intended to be his entry into the American film market. The first Police Story film is considered by fans to be one of Chan's best films. It was a massive hit in Asia. According to his book, Chan considers the film his best, in terms of action.","/5qbfJzkMAUkFxcVo0dqnTRmpUoh.jpg","/xxvUoPvzDYqoZlABDSNgbV0kTti.jpg"
"270252","Planes Collection","A computer-animated action-adventure comedy film series that follows the adventures of Dusty, a crop duster with sky-high dreams. Dusty has a huge heart but two big problems...he's not exactly built for speed, plus he's afraid of heights. With a little help from his friends, Dusty always finds the courage to be more than he was built for - and the inspiration to soar. It is a spin-off of Pixar's Cars franchise.","/zGoePWKFLVJlxDWUUJhxSQgmkCa.jpg","/9iPjXft2km9DxlX4vGTqqP81STr.jpg"
"278920","Vampires Suck Collection","","/rlDK7GYKJP9p1TAj7dIBOuJ7ehO.jpg","/usy2BHdBGQE7dpnqsjJqoGALiun.jpg"
"280588","Horrible Bosses Collection","Dale, Kurt and Nick have horrible luck when it comes to bosses...","/kGvdIEuzy0rHnbIJ0qmnIjRGSKW.jpg","/zU3dVVBa3JW1nQVUsaFM0BeTnK.jpg"
"282971","Aashiqui Collection","Aashiqui films are a musical romantic drama film around a struggling singer who makes it big and loses his path in life.","/bFh0PyIYxo1oD66GaEU5cEozIcw.jpg","/fuboDfVKMWRvI5qTl4NOnHg4jwS.jpg"
"283579","Divergent Collection","A series of dystopian science fiction action films based on the Divergent novels by the American author Veronica Roth. Set in a dystopian and post-apocalyptic Chicago where people are divided into distinct factions based on human virtues. Beatrice Prior (Tris) is warned that she is Divergent and thus will never fit into any one of the factions. She along with Tobias Eaton (Four) soon learn that a sinister plot is brewing in the seemingly perfect society.","/z7Vxe0aRexX5Cr8AxE4vR6LgFEu.jpg","/AuRcFKpgHWInxR7MMomrsV9BPNy.jpg"
"284433","Guardians of the Galaxy Collection","A superhero film series based on the Marvel Comics superhero team Guardians of the Galaxy, and part of the Marvel Cinematic Universe (MCU) series. The series is centered on a band of former intergalactic outlaws, who have teamed together to protect the Galaxy from planetary threats. Led by Peter Quill (Star-Lord) the roster includes Gamora, Drax the Destroyer, Rocket Raccon & Groot.","/jdyyjulTBU8YUYAUvQFj6U1g2Pj.jpg","/2ibVXP9tVPbEUmnJCyXZ6AmWqwm.jpg"
"286951","Singham Collection","Singham movies chronicle the life of an honest police inspector Singham (Ajay Devgn) and his fight against evil elements of the society.","/8TrnhepuVJta76GNVUBxzstLBip.jpg","/g4C0qkPbM0xPsddii61ErzvHgZY.jpg"
"295130","The Maze Runner Collection","The film series consists of science-fiction dystopian action adventure films based on The Maze Runner novels by the American author James Dashner. They begin with Thomas who wakes up trapped in a maze with a group of other boys, he has no memory of the outside world other than dreams about an organization known as W.C.K.D. Only by piecing together fragments of his past with clues he discovers in the maze can Thomas hope to uncover his purpose and a way to escape.","/te8ibHFhjwWXZTCtQIPRUFjxWX2.jpg","/wQ0l9sq0Bm6OAeqY4w6NWjP9jwS.jpg"
"298820","American Pie (Spin-off) Collection","Why settle for one slice of pie when you can have five? This over-the-top, outrageous quintet of American Pie Presents movies includes Band Camp, The Naked Mile, Beta House, The Book of Love and Girls Rule which follows the hilarious and heart-warming antics of Erik Stifler and the Stifler clan. Whether it’s spending a summer at the infamous band camp, running a mile in the buff, pledging a raucous fraternity, discovering the Book of Love, or learning the girls' rules, the laughs just keep coming in this sexy and sidesplitting five-movie collection.","/au9AnpVPqjFfTZIGGuV94276KaL.jpg","/mE0oCbit0aUd4F7T1Fz538mSmSn.jpg"
"299748","Walking Tall (Reboot) Collection","Walking Tall is a 2004 action film. A remake of the 1973 film of the same name, it stars The Rock and Johnny Knoxville. Like the original film, it was based on the real-life story of Sheriff Buford Pusser and utilized many elements from his life. A number of aspects were changed, including the main character's name (to ""Chris Vaughn"") and the setting was moved from McNairy County, Tennessee to Kitsap County, Washington, United States. Walking Tall: The Payback and Walking Tall: Lone Justice, are two direct-to-video sequels that have been released starring Kevin Sorbo.","/zzVAOPbmA8bGmRVV8NsV8swBrbG.jpg","/15zSGtSOH2PddGQEDQCnQ74nhVq.jpg"
"304378","Independence Day Collection","A series of science fiction action films that revolves around extraterrestrials invading Earth and seeking to eradicate mankind while the remaining human resistance uses everything at their disposal to defeat the invaders and take back the planet.","/ou70x2658dVnbycIRaC37sEeafS.jpg","/AuBMbv3gSAdTaEIzcUySRETIauY.jpg"
"306031","Pitch Perfect Collection","A series of musical comedy films follow Barden University's all-girl a cappella group, The Barden Bellas.","/jolu4gMP6g2VmUZt099U6X6jNNJ.jpg","/mSXSmCij9KRvLn1Jp4y12TOezLf.jpg"
"313086","The Conjuring Collection","A supernatural horror film series that started The Conjuring Universe and follows Ed and Lorraine Warren, paranormal investigators and authors associated with prominent cases of haunting. Their reports inspired the Amityville Horror.","/kHZaX0vuhZdbuq0WKU3BpA9WIQ0.jpg","/z5VKhNSQKQyxm0co68HAkCqHnmX.jpg"
"325470","The Lego Movie Collection","A series of films based on the toys of the same name.","/vAyMNou7M2SOXjPIzLhltTvAqD1.jpg","/qwuwukEjuh6Zs51NnhtPVriARey.jpg"
"328247","Magic Mike Collection","A male stripper teaches a younger performer how to party, pick up women, and make easy money.","/39cdZf56Umy8t2LN5hrwkDhM0dw.jpg","/rHoc6Br9DUKxF7Gs7e9pTxmbTib.jpg"
"328372","Mall Cop Collection","Collection of the Mall Cop movies.","/29gIFb0wzsl2ArW9HZ2S2ERdDp4.jpg","/1JfnJvS5e1gGcUUZoQkIqVCBS4.jpg"
"334996","Son of Batman Collection","This collection expands the story line of Batman within the DC Animated Movie Universe.  Batman learns that he has a violent, unruly pre-teen son with Talia al Ghul named Damian Wayne who is secretly being raised by Ra's al Ghul and the League of Assassins. When Ra's al Ghul apparently dies after a battle with Deathstroke, Batman must work to stop his long-lost son from taking revenge and guiding him to a righteous path, in addition to the chance for the pair to truly acknowledging each other as family.","/sVvEkTNx6SjwOb80iyURe5KHtcD.jpg","/ze3Wnhbom7T37orabHMIiEGtoYF.jpg"
"337957","ABCD Collection","Any Body Can Dance is a series of movies around dance competitions. The movie revolves around lives of people who can't dance well and their struggles to win International competitions.","/hbr9WEchYQwYHZDtOh3HOg8usZE.jpg","/hofETJCDNZpEV98mc6cuomZOnne.jpg"
"341455","Tanu Weds Manu Collection","Tanu Weds Manu is a series of romantic drama films surrounding Indian marriage with Kangana Ranaut & Madhavan in lead roles.","/e5p8qOnamvP4U2INks61C8oftub.jpg","/cY1lEQu6sgofrKAVUigtXpOvZQZ.jpg"
"344830","Fifty Shades Collection","Follow Anastasia as she delves deeper and deeper in to the rabbit hole that is a 'relationship' with Christian Grey. An erotic tale of dominance and submission, of sex and love, and of the perception of control. Christian Grey, self made millionaire, bachelor, and someone who is always in control. Anastasia, university graduate, lover of books and reading, independent, and passionate.","/yBTMAk46juyFv1vFLyMg6QZtW4D.jpg","/qNc94aEFMtIbhv7GqQyJi7zUahW.jpg"
"350309","Bāhubali Collection","","/u6CmMSCuSA1GMn8o9Y2e5hNFlsX.jpg","/4YAX6AIFsU7gCCWAxoQ5ajdwSIN.jpg"
"363369","Pacific Rim Collection","An American science fiction mecha action film series which follows humanity fighting Kaiju, the giant monsters set on destroying the world.","/kiIqPO6IlGnwLmg5is5HS3lM62c.jpg","/mirLNoHhkBKRZMgpCSoQS33PFkm.jpg"
"376650","Ride Along Collection","An American buddy cop action comedy film series based on a story originally from Coolidge. It follows Ben Barber, a high school security guard who must prove to his girlfriend's brother, James Payton, that he is worthy of marrying her. James, a police officer out to catch Serbian smugglers' boss Omar, takes Ben on a ride along to prove himself.","/3ZX5hvXjMxWJ5joyJxmWJT5nZDo.jpg","/7bjrke8mdxWG3PnFgvipbEOhc0Q.jpg"
"382685","Now You See Me Collection","Now You See Me is a series of heist thriller films that focus on the actions of a team of illusionists named ""The Four Horsemen"" who pull off near impossible heists.","/scBzORmLqP00h8hPKS19TLtyRQm.jpg","/n0ygWnRip5RYnejdI6Lpwxov0x7.jpg"
"386162","LEGO DC Comics Super Heroes Collection","A collection of all the LEGO DC Comics Super Heroes movies starring the Justice League.","/xMSbYXiCstnssIdxAajbGST8lpI.jpg","/noBsTnvxo1G4DVd36kaKSbTtM1M.jpg"
